topo,z,b,theta,L,net_realization,rho_mean,rho_std,seconds
BA,4,1.8,0.3,4,15,0.978186,0.028093631040691586,19.855320930480957
BA,4,2.0,0.3,1,15,0.6988540000000001,0.1534379674939905,3.2319788932800293
BA,4,2.0,0.3,2,15,0.9730725,0.031916697836047746,3.5763957500457764
BA,4,2.0,0.3,3,15,0.9764684,0.029058398557165445,8.915307998657227
BA,4,2.0,0.3,4,15,0.9775974999999998,0.028247493975733423,19.872700214385986
BA,4,1.8,0.3,1,16,0.9578388000000001,0.051408247565321315,2.5822551250457764
BA,4,1.8,0.3,2,16,1.0,0.0,3.4985592365264893
BA,4,1.8,0.3,3,16,1.0,0.0,8.521374225616455
BA,4,1.8,0.3,4,16,1.0,0.0,19.297171115875244
BA,4,2.0,0.3,1,16,0.7921216999999998,0.1598204815072274,3.601138114929199
BA,4,2.0,0.3,2,16,1.0,0.0,3.4786949157714844
BA,4,2.0,0.3,3,16,1.0,0.0,8.52017593383789
BA,4,2.0,0.3,4,16,1.0,0.0,19.369720697402954
BA,4,1.8,0.3,1,17,0.8535569999999999,0.09928324990712778,3.5681731700897217
BA,4,1.8,0.3,2,17,0.9987365,0.003473822851272249,3.470855951309204
BA,4,1.8,0.3,3,17,0.9997226,0.0016537484938189387,8.089356184005737
BA,4,1.8,0.3,4,17,0.999825,0.0012675088906508448,18.31432294845581
BA,4,2.0,0.3,1,17,0.6258259999999999,0.17173628110706488,3.8326098918914795
BA,4,2.0,0.3,2,17,0.9976819,0.004921118517638878,3.53829288482666
BA,4,2.0,0.3,3,17,0.9993886000000001,0.0024887764305402548,8.109086036682129
BA,4,2.0,0.3,4,17,1.0,0.0,18.3524329662323
BA,4,1.8,0.3,1,18,0.9161248000000001,0.070996336332848,2.826087236404419
BA,4,1.8,0.3,2,18,0.9906985,0.03816067483402096,3.973041296005249
BA,4,1.8,0.3,3,18,0.9960840000000001,0.022544259991977057,10.315406799316406
BA,4,1.8,0.3,4,18,0.9881087,0.10158490777764145,21.246042728424072
BA,4,2.0,0.3,1,18,0.7684966999999997,0.1772264541899927,3.7487270832061768
BA,4,2.0,0.3,2,18,0.9611758,0.1563843070427865,4.115957021713257
BA,4,2.0,0.3,3,18,0.9737232,0.09032516942735734,10.556348085403442
BA,4,2.0,0.3,4,18,0.988466,0.0569527631135016,21.38791823387146
BA,4,1.8,0.3,1,19,0.7890472,0.19700065977985196,3.3578388690948486
BA,4,1.8,0.3,2,19,0.9108012999999999,0.09455835862133827,4.051687002182007
BA,4,1.8,0.3,3,19,0.9324347999999999,0.08217205980800846,9.278486013412476
BA,4,1.8,0.3,4,19,0.9346783,0.07805783315774811,21.060633182525635
